424,1
12,2
181,4
4,8
1,16
1,32
1,64
1,128
1,256
1,512
19,1024
2,2048
88,4096
5,8192
113,16384
345,32768
506,65536
1260,131072
2237,262144
4553,524288
9106,1048576

1,1
1,2
0,4
1,8
1,16
1,32
1,64
1,128
1,256
1,512
1,1024
1,2048
23,4096
96,8192
7,16384
300,32768
545,65536
1108,131072
2329,262144
4509,524288
9157,1048576

1,1
0,2
1,4
1,8
1,16
1,32
1,64
1,128
1,256
1,512
1,1024
1,2048
23,4096
5,8192
90,16384
319,32768
552,65536
1100,131072
2300,262144
4602,524288
9107,1048576

1,1
1,2
1,4
0,8
1,16
1,32
1,64
1,128
1,256
1,512
1,1024
2,2048
25,4096
5,8192
99,16384
313,32768
537,65536
1102,131072
2294,262144
4598,524288
9130,1048576

1,1
1,2
1,4
0,8
0,16
0,32
0,64
0,128
1,256
1,512
1,1024
1,2048
25,4096
4,8192
99,16384
232,32768
651,65536
1107,131072
2302,262144
4524,524288
9133,1048576

1,1
1,2
1,4
0,8
1,16
1,32
1,64
1,128
1,256
1,512
1,1024
2,2048
24,4096
5,8192
104,16384
317,32768
541,65536
1107,131072
2305,262144
4538,524288
9168,1048576

1,1
1,2
1,4
1,8
1,16
1,32
1,64
1,128
1,256
1,512
1,1024
2,2048
3,4096
26,8192
97,16384
222,32768
642,65536
1112,131072
2206,262144
4618,524288
9125,1048576

1,1
1,2
1,4
1,8
1,16
1,32
1,64
0,128
1,256
1,512
1,1024
2,2048
28,4096
4,8192
98,16384
339,32768
545,65536
1114,131072
2301,262144
4505,524288
9193,1048576

1,1
1,2
1,4
1,8
1,16
1,32
1,64
1,128
1,256
1,512
1,1024
2,2048
2,4096
29,8192
103,16384
214,32768
546,65536
1196,131072
2201,262144
4586,524288
9116,1048576

1,1
1,2
1,4
0,8
1,16
1,32
1,64
1,128
0,256
1,512
1,1024
23,2048
3,4096
95,8192
107,16384
219,32768
552,65536
1193,131072
2192,262144
4594,524288
9063,1048576

